Nombre,Position,PAC,SHO,PAS,DRI,DEF,PHY
Uroš Račić,CDM,59,66,68,68,72,71
Pedro Porro,RWB,76,61,66,76,69,62
Yassine Meriah,CB,74,49,52,60,74,69
Pau Torres,CB,64,34,58,58,74,70
Nicolás De la Cruz,CAM,78,65,70,75,46,49
Óscar,CAM,65,67,72,76,49,59
Erling Braut Håland,ST,81,70,55,72,35,80
Umut Bozok,ST,81,70,60,75,24,67
Wilson Manafá,LB,82,60,66,76,65,66
Kingsley Schindler,RM,82,69,65,70,45,66
Marcão,ST,67,71,45,65,28,80
Mama Baldé,RW,89,70,64,72,65,76
Oussama Haddadi,LB,74,38,62,64,72,72
Mady Camara,CDM,67,60,63,69,72,83
Vincent Pajot,CM,59,58,69,71,73,68
Yuri Ribeiro,LB,75,51,70,73,71,67
Matej Mitrović,CB,47,50,57,59,73,76
Kim Min Jae,CB,72,31,48,47,72,80
Manolis Siopis,CDM,75,54,64,64,73,73
Robert Glatzel,ST,74,72,46,64,26,70
Robin Koch,CDM,60,38,61,61,72,73
Marcos Senesi,CB,61,35,48,57,74,71
Marcelino Moreno,RW,90,63,68,80,54,57
Dimitri Liénard,CM,63,72,77,71,56,67
Efecan Karaca,RM,83,63,65,77,44,50
Ivan Oblyakov,CM,73,65,75,75,55,64
Valentin Rosier,RB,76,47,63,72,71,70
Maycon,CM,70,67,71,69,65,68
Bakaye Dibassy,LB,74,54,61,70,72,76
Aurélio Buta,RB,89,59,65,75,66,66
David Okereke,ST,91,68,55,75,26,64
Samuel Grandsir,RM,87,61,70,76,44,63
Shogo Taniguchi,CB,66,45,58,59,73,74
Vukašin Jovanović,CB,46,46,59,63,73,74
Milad Mohammadi,LB,88,54,63,73,69,69
Rick van Drongelen,CB,66,25,58,52,73,74
Mathias Pereira Lage,LM,80,69,72,72,43,66
Daichi Kamada,CF,75,69,71,77,36,60
Diego Zabala,RM,71,74,72,72,41,65
Ryota Morioka,CAM,58,71,75,71,37,60
Carlos Peralta,ST,74,72,51,70,29,60
Álvaro Tejero,RB,80,60,70,76,66,65
Marc Navarro,RB,63,56,69,65,74,64
Axel Tuanzebe,CB,78,35,61,70,71,74
Brahim,LW,78,66,63,80,29,43
Romain Perraud,LB,74,66,68,72,72,69
Mathieu Cafaro,LM,75,68,72,76,44,61
Jamiro Monteiro,CM,76,61,70,75,63,74
Nejc Skubic,RB,71,53,65,71,72,73
Casimir Ninga,LM,91,73,65,70,27,78
Josip Mišić,CM,66,67,70,74,63,70
Michael Santos,ST,74,72,63,71,36,72
Faitout Maouassa,LB,83,63,67,73,69,69
Ante Ćorić,CAM,69,66,71,75,40,52
Raillo,CB,58,36,53,54,73,77
Saúl Salcedo,CB,67,35,43,54,74,75
Anastasios Donis,ST,87,71,57,78,25,65
Maximilian Mittelstädt,LM,77,57,69,75,68,62
Bart Ramselaar,CAM,82,64,69,74,57,68
André-Franck Zambo Anguissa,CDM,69,53,67,69,70,81
Franco Soldano,ST,69,72,51,70,39,70
Tim Parker,CB,72,31,48,54,70,82
Joaquín Laso,CB,62,41,51,55,69,83
Andrei Girotto,CDM,59,66,66,67,74,71
André Horta,CM,71,64,73,77,63,66
Uche Agbo,CDM,60,57,62,66,71,78
Roger Guedes,ST,82,69,70,77,31,64
Pere Milla,CAM,76,73,69,74,36,62
Cesinha,LW,73,73,70,73,30,62
Kelechi Iheanacho,ST,78,71,64,74,28,67
Murilo,LW,90,70,64,77,25,63
Arturo Mina,CB,48,36,53,51,72,77
Gyrano Kerk,RW,93,69,61,74,32,70
Ilzat Akhmetov,CM,75,58,72,76,60,51
Lekue,RB,85,64,69,73,69,71
Serginho,ST,66,74,72,71,43,72
Hernani,CDM,67,69,68,71,72,70
Sidcley,LM,80,65,69,77,73,70
Arana,LM,75,61,70,74,68,66
Andrés Ibargüen,LM,90,63,66,77,36,45
Sinan Gümüş,RM,86,74,66,75,34,64
Nicolás Fernández,ST,86,71,62,76,31,55
Jhon Duque,CDM,64,42,59,65,71,74
Peter Olayinka,LM,81,68,68,72,40,75
Iago,CB,46,30,47,53,73,77
Walter Bou,ST,73,75,62,72,20,61
Jonjoe Kenny,RB,72,41,63,68,73,68
Domingo Blanco,CM,81,63,71,81,58,66
Dorukhan Toköz,CDM,71,65,66,70,72,72
Edoardo Goldaniga,CB,48,33,41,52,73,70
Ozan Tufan,CDM,71,64,69,73,71,74
Alexis Blin,CDM,53,55,67,65,72,72
Isaac Success,ST,75,69,65,75,35,66
Nélson Monte,CB,57,35,57,58,74,73
Marvin Friedrich,CB,61,36,56,50,74,70
Bernard Mensah,CAM,79,69,70,75,63,65
Lucas Boyé,LM,71,67,66,78,42,73
Peter Žulj,CM,57,69,73,72,64,65
Miloš Jojić,CM,68,74,75,74,57,68
Marcel Sobottka,CDM,66,57,63,67,71,77
Enzo Crivelli,ST,49,72,62,67,30,83
Lee Jae Sung,CAM,68,55,72,75,49,63
Sverrir Ingi Ingason,CB,61,50,52,55,74,74
Michael Barrios,RM,92,66,66,74,45,51
Tim Leibold,LB,85,57,69,74,69,71
Mislav Oršić,LM,90,76,67,75,50,60
Anderson Esiti,CDM,58,46,56,55,74,83
Gastón Silva,CB,67,53,68,66,73,72
Juan Dinenno,ST,67,73,55,63,26,74
Bersant Celina,CAM,76,70,69,75,26,59
Didier Delgado,RM,88,63,65,69,60,71
Sean Klaiber,RB,81,59,67,66,70,81
Sergio Vittor,CB,48,60,63,61,71,79
Rafa Soares,LB,76,62,70,71,69,67
Facundo Sánchez,RB,90,60,60,72,68,71
Giovanni Di Lorenzo,RM,69,69,71,74,73,74
Genki Haraguchi,RM,85,59,66,78,44,51
Kendall Waston,CB,44,30,44,44,71,82
Jean-David Beauguel,ST,69,71,53,68,35,76
Alexander Sørloth,ST,73,72,65,67,35,80
Anderson Plata,RW,91,68,57,75,42,69
Juan Pablo Añor,RM,68,71,73,74,43,53
Antonio Di Gaudio,LW,89,60,65,80,31,46
Leonardo Gil,CDM,67,52,77,70,70,74
Samir,CB,64,33,55,58,74,72
Lucas Evangelista,CM,68,64,73,72,63,62
Leonardo Jara,RB,73,53,67,70,69,78
César,CB,36,37,44,51,74,75
Adrien Hunou,ST,75,72,69,76,51,68
Lucas Janson,ST,80,72,65,78,31,59
Fabrizio Angileri,LB,81,67,68,73,68,77
Federico Lértora,CDM,64,51,63,65,77,76
Matías Zaldivia,CB,53,39,61,59,73,79
Jakub Czerwiński,CB,60,32,45,44,73,82
Nicolás Pasquini,LB,75,63,75,68,68,71
Stefan Medina,RB,75,49,65,68,72,77
Stiven Mendoza,LM,90,67,64,77,29,65
Andrés Correa,CB,68,48,51,56,73,77
Felipe Campos,RB,83,45,64,63,69,78
Freddy Hinestroza,LM,88,63,67,75,43,65
Danilo Moreno Asprilla,ST,81,72,67,76,34,75
Ayron del Valle,ST,78,73,62,74,37,68
Davide Biraschi,CB,60,35,56,62,75,67
Lebogang Phiri,CDM,75,56,70,73,71,70
Alan Ruiz,CF,58,74,77,78,34,70
Martín Nervo,CB,61,43,56,56,71,80
Fernando Tobio,CB,61,30,53,45,72,80
Chuba Akpom,ST,84,70,54,70,28,70
Gonçalo Silva,CB,61,33,52,49,74,77
Mu Kanazaki,ST,79,70,67,71,35,82
Daniel Amartey,RB,67,55,65,69,75,76
Kim Seung Dae,ST,88,67,67,73,53,66
Fernando Aristeguieta,ST,52,74,52,67,45,83
Walker Zimmerman,CB,59,50,52,51,71,81
Tiago Silva,CAM,70,69,73,74,53,53
Riechedly Bazoer,CM,74,64,72,75,63,73
Kenan Karaman,LM,70,72,65,75,27,68
Adis Jahović,ST,63,73,48,64,33,76
Jérémie Bela,LM,92,72,63,76,37,64
Federico Barba,CB,69,30,58,61,73,70
Álex Gallar,RM,74,72,72,73,42,62
Tom Lawrence,LM,74,71,70,73,38,63
Paolo Hurtado,CAM,81,71,71,75,44,59
Alexandru Maxim,CAM,69,67,71,78,32,53
Olarenwaju Kayode,ST,87,70,57,73,36,71
Víctor Rodríguez,LM,74,70,71,74,43,60
Chancel Mbemba,CB,70,54,54,64,72,70
Vincent Laurini,RB,75,33,60,68,72,68
Callum Paterson,ST,74,67,66,67,69,86
Salem Al Dawsari,LM,81,69,66,75,45,75
Farid Boulaya,RW,76,65,70,78,25,52
Souleymane Doukara,ST,67,73,64,69,27,71
Ibrahima Mbaye,RB,70,49,65,68,72,69
Ahmed Hassan,ST,58,74,52,67,29,75
Hany Mukhtar,CAM,79,63,70,77,44,59
Diego Lopes,CAM,71,66,69,76,46,51
Kevin Wimmer,CB,53,27,59,64,73,73
Eugeni,CAM,66,69,73,73,57,66
Mattheus Oliveira,CAM,64,68,74,74,56,63
Gerso,LW,93,66,62,76,41,50
Romarinho,ST,85,68,67,77,30,56
Maxime Poundjé,LB,81,35,63,72,69,71
David Moberg Karlsson,RM,87,67,65,74,30,60
Christopher Jullien,CB,62,45,48,57,69,80
Peter Ankersen,RB,84,62,67,70,67,71
Alfie Mawson,CB,54,41,49,58,73,72
Hörður Magnússon,CB,66,48,66,61,73,73
Roman Zozulya,ST,76,71,58,66,44,81
Mitchell Dijks,LB,73,40,65,66,72,83
Oumar Niasse,ST,73,72,55,71,29,69
Anastasios Bakasetas,CAM,69,73,74,69,43,70
Berat Djimsiti,CB,33,39,59,49,73,77
Mike van der Hoorn,CB,38,45,50,48,75,77
Insua,CB,53,36,55,54,73,67
Matt Hedges,CB,51,28,51,54,71,84
Roberto Torres,RM,63,74,73,71,59,71
Mikael Ishak,ST,73,72,58,66,38,76
Moi Gómez,CM,68,69,75,76,51,59
Roman Bezus,CAM,65,68,75,72,46,70
Callum Robinson,ST,85,72,65,74,34,60
Yassine Benzia,CAM,70,71,70,75,45,63
Kalifa Coulibaly,ST,74,72,60,62,27,73
Yussif Raman Chibsah,CM,68,61,66,73,72,78
Patric,CB,67,53,64,70,74,67
Nicola Murru,LB,73,40,61,69,72,68
Gaston Brugman,CM,72,59,73,73,60,65
Luca Ceppitelli,CB,54,33,35,42,75,74
Will Vaulks,CDM,59,62,66,64,71,77
Rachid Alioui,ST,71,73,62,68,33,68
Edigar Junio,ST,89,72,64,74,21,64
Clerc,LB,79,56,68,75,67,74
Iván Sánchez,RM,91,59,66,77,34,52
Nildo Petrolina,LM,81,68,70,75,57,60
Ghayas Zahid,CAM,78,63,69,75,35,65
Hervías,RM,81,64,69,77,40,50
Mick van Buren,ST,83,68,60,73,30,71
Fabio Lucioni,CB,54,33,48,52,73,72
Kerim Frei,LM,90,69,68,78,35,53
Adam Reach,RW,77,70,70,73,64,71
Tom Trybull,CDM,61,48,66,67,73,74
Jakub Brabec,CB,58,51,60,63,73,72
Gabriel Hauche,LM,86,70,68,75,44,67
Joe Bryan,LB,77,64,65,71,70,72
Bobby Decordova-Reid,ST,79,71,68,76,54,64
Oliver Kragl,LM,81,71,67,73,51,78
Álex Martínez,LB,75,59,68,70,68,67
Pablo Ceppelini,CAM,71,64,73,76,42,66
Aden Flint,CB,49,49,43,43,71,82
Patric,ST,63,71,56,65,33,78
Marvin Knoll,CDM,73,56,70,64,73,78
Ola John,RM,76,64,72,75,25,60
Jordon Ibe,RM,78,66,68,78,41,61
Nemanja Nikolić,ST,68,73,60,69,31,70
Michal Frydrych,CB,66,59,59,56,71,79
Brecht Dejaegere,CM,75,61,71,77,66,73
Oliver Sorg,RB,72,55,66,71,73,69
André Martins,CM,78,63,71,79,58,56
Bogdan Stancu,ST,72,72,68,72,35,70
Moritz Leitner,CM,69,65,74,74,59,58
Osama Rashid,CM,70,67,73,74,58,62
Steven Skrzybski,ST,78,73,65,74,33,62
Barry Douglas,LB,68,64,75,68,69,67
Vicente Gómez,CM,33,62,71,66,71,71
Bartosz Bereszyński,RB,85,56,65,70,70,72
Marcin Kamiński,CB,71,56,64,61,73,71
Musa Çağıran,CDM,64,68,72,71,71,77
Marc Rzatkowski,CM,74,65,72,74,64,68
Álex Fernández,CAM,60,61,76,73,64,66
Luna,LB,67,62,69,68,72,73
Nicolas Isimat-Mirin,CB,63,34,53,47,73,77
Aday Benítez,LWB,70,51,65,74,69,62
Vincent Pajot,CM,59,58,69,71,73,68
Javier Toledo,ST,51,73,63,62,43,76
Anthony Ujah,ST,69,72,55,69,33,72
Mathias Autret,CAM,71,70,72,73,42,60
Raul García,LB,69,62,71,68,68,76
Guerrero,ST,70,72,66,70,42,69
Samu Sáiz,CAM,75,69,70,75,25,59
Pajtim Kasami,CAM,67,71,70,71,56,78
Gabriel Silva,LB,75,60,71,71,69,67
Ignasi Miquel,CB,60,28,56,59,73,72
Esteban Paredes,ST,62,74,67,70,34,71
Suk Hyun Jun,ST,62,74,58,69,39,78
Jagoš Vuković,CB,37,46,55,51,73,75
Nenad Tomović,CB,58,38,59,65,72,76
Fallou Diagne,CB,64,42,58,65,70,77
Kevin Long,CB,52,35,50,56,73,74
Lasse Sobiech,CB,46,51,47,43,74,74
Arnaud Souquet,RWB,75,53,70,70,70,65
Douglas,RB,80,65,70,76,70,61
Fabio Pisacane,CB,64,26,51,62,74,68
Bram Nuytinck,CB,34,40,48,53,76,69
Mateusz Klich,CM,59,70,72,72,56,71
Ezequiel Schelotto,RB,67,61,68,72,71,73
Maxime Le Marchand,CB,68,38,66,67,73,73
Sebastian Polter,ST,70,72,51,62,28,84
Reinhold Yabo,CM,78,60,66,76,63,75
Juan Villar,ST,88,71,67,74,41,70
Marco Stiepermann,CAM,66,72,70,72,64,77
Matěj Vydra,CAM,81,74,67,73,35,59
Raul García,LB,76,63,71,70,72,66
Hernán Barcos,ST,58,72,66,66,46,74
Ervin Zukanović,CB,51,49,64,55,73,74
Kamil Wilczek,ST,61,71,63,69,46,80
Vincent Manceau,RB,51,45,69,72,74,69
Vito Wormgoor,CB,35,38,57,54,72,81
Rogerinho,CAM,82,68,66,77,35,64
Jan Kovařík,LM,67,72,77,70,56,64
Daniel Candeias,RW,86,64,70,75,54,68
Nélson Oliveira,ST,70,73,61,70,37,74
Saúl Berjón,LM,76,72,74,73,43,64
Caiuby,LM,80,73,68,70,38,81
John Fleck,CM,72,64,73,75,66,74
Jake Livermore,CM,62,63,70,70,72,78
Serey Dié,CDM,66,53,65,70,71,78
Rodrigo Salinas,RB,72,67,72,70,70,72
Mehdi Abeid,CDM,59,69,70,75,66,74
Dani Pacheco,LM,71,69,74,78,36,60
Ronny Rodelin,CAM,56,72,72,72,43,69
Wallace,CB,42,52,59,53,73,69
Fredrik Gulbrandsen,ST,88,71,59,74,36,78
Paul-José Mpoku,RM,69,74,74,73,46,69
Dayro Moreno,ST,64,75,67,72,42,65
Stefan Johansen,CM,68,70,72,73,66,74
Paulinho,LW,76,72,64,77,36,76
Juan Cala,CB,61,53,62,61,71,80
Joel Ward,RB,58,52,66,66,76,71
Leroy Fer,CDM,68,72,68,72,69,81
Gaël Kakuta,RM,78,69,70,79,40,62
Federico Macheda,ST,69,73,58,70,30,62
Diego Ângelo,CB,34,62,65,51,75,77
Sebastian Ribas,ST,66,74,51,66,30,74
Luca Rossettini,CB,53,44,46,54,74,73
Djalma,LM,81,69,68,73,46,75
Castro,CAM,67,71,71,74,64,76
Licá,LW,75,72,69,73,42,70
Mitchell Donald,CDM,70,67,67,67,68,81
Jérémy Pied,RB,66,67,73,74,73,68
Georg Margreitter,CB,47,24,49,45,74,73
Ryan Bennett,CB,35,25,46,36,74,74
Alexander Grünwald,CAM,65,69,72,72,56,78
Jesús Molina,CDM,66,58,65,66,71,82
Fran Mérida,CDM,59,71,75,69,66,73
Jonny Howson,CM,65,70,69,71,65,72
Valentin Stocker,LM,68,67,76,74,48,63
Tim Matavž,ST,49,74,51,68,30,69
Vassilis Torosidis,RB,65,55,65,69,76,71
Rasmus Bengtsson,CB,42,37,54,56,73,72
Larrys Mabiala,CB,50,44,51,51,71,84
Samuel Di Carmine,ST,69,72,53,72,36,76
Ondřej Kúdela,CB,72,54,64,67,73,75
Luisinho,LB,68,53,71,72,72,61
Emiliano Vecchio,CM,75,68,72,76,57,71
Sam Vokes,ST,51,75,61,64,43,81
Emiliano Insúa,LB,66,64,71,73,71,77
Fernando Forestieri,ST,78,73,68,79,48,67
Mosquera,CDM,48,59,69,68,71,73
Erik Pieters,LB,66,40,69,69,73,78
Federico Peluso,CB,52,49,58,60,75,69
Lee Nguyen,CAM,69,70,72,74,46,62
Mario Vrančić,CM,55,70,73,73,59,70
Sebastian Prödl,CB,31,36,50,41,74,70
Demba Ba,ST,70,73,68,68,45,70
Per Karlsson,CB,70,36,45,50,74,75
Jean-Sylvain Babin,CB,38,48,59,47,72,82
Andreas Beck,RB,67,45,67,68,75,69
Christian Marrugo,CAM,64,64,73,72,52,64
Jelle Vossen,ST,59,75,70,70,45,69
Kevin McDonald,CDM,49,59,70,67,70,75
Lewis Grabban,ST,68,73,60,69,31,68
Mike Jensen,CM,73,68,72,75,63,79
Nicolás Spolli,CB,38,39,34,44,75,71
Charlie Daniels,LB,63,61,72,72,74,64
Luke Freeman,CAM,75,67,72,74,52,60
Bebé,LM,83,74,69,72,41,82
Leonardo Ulloa,ST,36,72,62,68,50,79
Olivier Veigneau,LB,66,44,68,70,75,68
John Obi Mikel,CM,54,59,71,68,78,79
Steven Naismith,ST,65,72,70,71,62,80
Marcos Angeleri,RB,61,49,64,59,76,77
Christian Gentner,CM,34,72,71,67,72,73
Marco Russ,CB,32,47,52,43,74,68
Aiden McGeady,LM,76,71,72,78,44,61
Lee Chung Yong,CAM,68,64,71,75,53,61
Paul Verhaegh,RB,66,51,68,71,75,69
Vesga,CM,39,61,68,65,70,75
Javi Fuego,CDM,38,60,67,66,73,72
Mikel Rico,CM,40,65,68,67,72,77
Román Martínez,CM,53,70,72,70,58,69
Christian Fuchs,LB,49,67,76,70,75,68
Bruno Alves,CB,37,67,64,64,71,81
Goran Pandev,ST,49,73,71,78,37,53
Luis Jiménez,CAM,64,63,77,73,42,63
Selçuk İnan,CM,48,71,77,71,64,62
Arouna Koné,ST,65,74,62,71,37,69
Rubén Castro,ST,70,74,63,76,30,59
Mauricio Pinilla,ST,55,74,55,64,32,76
Tarik Elyounoussi,ST,82,71,67,77,47,68
Serdar Gürler,RM,80,67,68,74,44,51
Xavier,LW,81,68,70,73,34,60
Niko Gießelmann,LB,75,54,67,67,70,75
Matt Miazga,CB,56,25,45,58,70,78
Álvaro Jiménez,RM,79,69,68,73,46,64
Dani Raba,RM,68,70,70,74,38,59
Paul-Georges Ntep,LM,73,68,70,77,29,67
Ismael Sosa,RM,81,68,68,74,46,71
Edgar Ié,CB,70,44,57,64,72,73
Bryan Linssen,ST,77,71,65,73,37,66
Santiago García,CB,52,53,63,61,72,77
Jonathan Urretaviscaya,RW,77,70,72,74,34,61
Benjamin Moukandjo,ST,90,71,66,72,31,63
Edmond Tapsoba,CB,55,33,46,49,72,77
Nemanja Radoja,CM,35,67,67,67,70,57
Danijel Aleksić,CAM,72,71,72,73,35,70
Benjamin Moukandjo,ST,90,71,66,72,31,63
Edmond Tapsoba,CB,55,33,46,49,72,77
Gary Hooper,ST,60,74,60,69,26,68
Ansu Fati,LW,88,69,67,77,29,53
Afriyie Acquah,CM,75,64,68,74,72,78
Miguel Vieira,CB,54,30,42,48,72,76
Lukáš Haraslín,LM,84,62,67,74,40,66
Aníbal Godoy,CDM,40,58,65,67,66,75
Gastón Lezcano,RM,80,70,66,74,24,69
Dieumerci Ndongala,RW,88,60,67,77,27,46
Greg Cunningham,LB,75,54,65,70,71,76
Yasin Öztekin,LM,78,71,69,75,46,65
Sherman Cárdenas,CAM,79,69,71,74,42,57
Stephen Eustáquio,CDM,61,60,72,71,68,70
Nicolas Benezet,LM,77,69,70,75,32,53
Rémi Walter,CM,66,61,72,73,66,66
Alan Pulido,ST,77,70,63,71,36,73
Nicolas Benezet,LM,77,69,70,75,32,53
Kodjo Fo-Doh Laba,ST,79,69,60,67,25,74
Mykola Shaparenko,CM,65,63,68,72,65,56
Nemanja Radonjić,LW,80,67,70,74,29,56
Stephen Eustáquio,CDM,61,60,72,71,68,70
Diego Rossi,LW,82,71,65,75,28,55
Dani Raba,RM,68,70,70,74,38,59
Roman Yaremchuk,ST,74,70,66,69,45,72
Srdjan Plavšić,LM,85,67,67,76,28,59
Léo Jabá,RM,85,68,63,74,26,63
Jefferson Savarino,RW,82,70,66,77,37,63
Reece James,RB,79,57,69,71,70,75
Marco Richter,RM,82,69,62,76,27,60
Pedro Aquino,CDM,77,59,67,68,70,73
Álvaro Jiménez,RM,79,69,68,73,46,64
Dax McCarty,CDM,50,54,67,69,70,74
Chris Mepham,CB,62,33,53,61,72,73
Takehiro Tomiyasu,CB,66,28,57,63,72,76
Gabriel,CB,58,35,51,53,72,75
Cristian Romero,CB,63,35,43,48,72,77
Carlos Ponck,CB,63,45,51,60,72,79
Timothy Fosu-Mensah,RB,83,60,64,66,71,76
Maximilian Wöber,CB,71,37,61,64,72,76
Alexis Soto,LB,75,36,63,71,69,72
Jérémy Gélin,CB,62,36,59,63,72,72
Carlos de Pena,LM,75,60,70,71,27,51
Brian Lozano,LM,84,67,69,76,38,57
Lyanco,CB,59,36,52,59,72,70
César Montes,CB,62,38,59,60,72,77
Miguel Vieira,CB,54,30,42,48,72,76
Jhonder Cádiz,ST,67,69,52,70,31,75
Thomas Ouwejan,LB,73,52,69,71,71,73
Alexis De Sart,CM,59,65,72,70,70,68
Lukáš Haraslín,LM,84,62,67,74,40,66
Cristian Roldan,CDM,69,64,68,71,70,76
Xavier,LW,81,68,70,73,34,60
Benjamín Kuscevic,CB,70,41,54,60,72,77
Steve Mounié,ST,65,71,61,65,42,78
Ryan Kent,LW,88,60,66,77,23,54
Rolando García Guerreño,CB,52,41,47,49,72,78
Fede,CDM,64,55,66,65,70,76
Dawid Kownacki,ST,78,70,59,70,28,70
Marco Ilaimaharitra,CDM,70,52,69,68,70,75
Federico Melchiorri,ST,79,71,54,70,35,65
Jonatan Cristaldo,ST,74,71,62,74,28,70
Felipe Nicolás Avenatti,ST,51,70,67,69,44,77
Matías Pisano,RW,78,67,70,78,42,46
Andrés Mosquera,CB,75,42,57,54,72,75
Olivier Ntcham,CM,74,66,72,73,68,75
Paul Arriola,RM,82,67,66,73,58,69
Aníbal Godoy,CDM,40,58,65,67,66,75
Matt Miazga,CB,56,25,45,58,70,78
Gastón Lezcano,RM,80,70,66,74,24,69
Sherman Cárdenas,CAM,79,69,71,74,42,57
Claudio Baeza,CM,70,67,70,72,67,74
Yeison Gordillo,CDM,60,46,60,64,70,76
Arsénio,RW,74,67,69,76,36,64
Puertas,LM,78,71,65,73,40,67
Rémi Walter,CM,66,61,72,73,66,66
Levin Öztunalı,RM,82,67,68,76,47,68
Laurent Depoitre,ST,48,71,59,63,43,79
Hwang Ui Jo,ST,81,71,59,71,36,71
Alexander Scholz,CB,64,51,60,64,72,76
Ivaylo Chochev,CM,68,69,70,71,69,76
Rolando García Guerreño,RM,78,67,70,73,59,61
Frederico Venâncio,CB,62,33,51,55,72,68
Niko Gießelmann,LB,75,54,67,67,70,75
Edgar Ié,CB,70,44,57,64,72,73
Thomas Murg,RM,83,68,68,75,40,64
Mariusz Stępiński,ST,71,70,59,71,37,64
Miler Bolaños,RM,81,70,66,73,25,63
Jere Uronen,LB,75,57,68,68,71,75
Sebastian Andersson,ST,65,69,49,65,25,75
Tristan Dingomé,CAM,68,64,72,74,65,70
Bigas,CB,68,52,59,61,72,72
Erik Berg,CB,54,49,56,59,72,77
André Poko,CDM,74,57,64,74,69,78
Massimo Luongo,CDM,69,63,62,71,69,77
Dieumerci Ndongala,RW,88,60,67,77,27,46
David Pavelka,CDM,60,59,68,69,67,75
Jota,RW,69,68,72,75,31,58
David Juncà,LB,72,45,65,67,69,76
Luděk Pernica,CB,67,38,54,54,72,76
Nicolas Benezet,LM,77,69,70,75,32,53
Onel Hernández,LM,85,70,63,76,33,71
Loïck Landre,CB,57,36,54,55,72,72
Paul-Georges Ntep,LM,73,68,70,77,29,67
Liam Moore,CB,71,33,59,64,71,79
Gianluca Lapadula,ST,73,71,57,73,24,64
Juan Ezequiel Cuevas,RW,85,64,71,75,44,63
Matías Aguirregaray,RB,76,54,68,72,69,77
Pablo Chavarría,ST,69,71,69,72,36,75
Bryan Linssen,ST,77,71,65,73,37,66
Abdoulaye Bamba,RB,78,41,65,66,70,73
Guitián,CB,66,41,58,62,71,77
Germán,CB,50,38,58,55,72,78
Greg Cunningham,LB,75,54,65,70,71,76
Arribas,CB,46,36,56,57,72,73
Yaya Sanogo,ST,64,71,61,67,32,69
Marlon Pack,CDM,53,60,72,69,67,78
Serdar Gürler,RM,80,67,68,74,44,51
Loris Benito,LB,68,50,67,68,71,75
Vincent Le Goff,LB,71,61,67,71,70,68
Alan Pulido,ST,77,70,63,71,36,73
Juanpe,CB,53,35,56,50,70,79
Maxime Lestienne,LW,76,70,70,76,36,54
Lucas Orbán,CB,62,53,64,62,72,74
John Boye,CB,68,33,55,58,72,76
Yasin Öztekin,LM,78,71,69,75,46,65
Antonio Ríos,CDM,65,55,67,61,70,77
Etxeita,CB,44,35,47,57,71,77
Nenad Krstičić,CM,71,62,70,71,68,72
Oier,CDM,69,63,68,67,70,75
Jonathan Urretaviscaya,RW,77,70,72,74,34,61
Jonathan Kodjia,ST,77,70,57,73,27,73
Marcelo Estigarribia,LM,79,65,70,72,61,71
Chris Basham,CB,66,43,57,59,72,79
Jean-Armel Kana-Biyik,CB,63,31,49,58,72,79
Víctor Díaz,RB,73,56,66,66,70,76
Paulo Vinícius,CB,41,51,56,57,72,79
Mapou Yanga-Mbiwa,CB,64,35,55,62,72,73
Fernando Boldrin,CAM,67,68,72,71,59,63
Tomáš Hořava,CM,65,67,71,73,60,64
Kévin Monnet-Paquet,LM,79,68,70,70,52,73
Duško Tošić,CB,53,51,63,55,72,78
Dax McCarty,CDM,50,54,67,69,70,74
Andrey Eschenko,RB,76,57,68,69,71,69
Adem Büyük,LM,76,71,66,76,29,66
Oliver Fink,CM,40,63,72,66,70,78
Ismael Sosa,RM,81,68,68,74,46,71
Neri Cardozo,CM,76,67,72,71,65,75
Juan Insaurralde,CB,36,39,56,47,72,76
Javier Gandolfi,CB,42,43,62,54,72,72
Gonzalo Rodríguez,CB,54,48,58,62,72,75
Angulo,ST,79,70,61,71,37,68
Mario Álvarez,CB,61,42,54,52,72,72
Nicolás Reniero,ST,67,72,62,71,32,68
Juan Martín Lucero,ST,81,68,61,71,31,68
Nelson Acevedo,CM,67,54,64,69,72,80
Fernando Márquez,ST,76,72,60,68,35,73
Lorenzo Faravelli,CM,77,70,69,72,70,72
Guillermo Ortíz,CB,67,41,48,48,71,78
Alfonso Parot,LB,74,61,65,69,70,78
Paulo Díaz,CB,77,41,63,64,70,75
Danovis Banguero,LB,75,57,62,69,68,81
Juan Nieto,CM,71,66,75,73,48,72
Michael Rangel,ST,57,74,56,65,40,73
Jorge Rojas,RM,90,66,64,74,34,61
Luciano Abecasis,RB,81,49,66,69,67,79
Diego Polenta,CB,68,39,54,55,70,81
Adrián Ramos,ST,73,70,64,70,46,66
Julio Barroso,CB,63,47,58,56,72,74
Jean Beausejour,LB,85,63,67,73,68,80
Iván Piris,RB,77,48,61,69,69,70
Richard Schunke,CB,66,26,46,54,69,77
Thiago Almada,CAM,86,70,66,76,37,55
Matías de los Santos,CB,52,55,55,55,69,84
Gastón Togni,LW,81,67,64,75,43,66
Carlos Quintana,CB,49,32,49,48,70,79
Luis Abram,CB,63,41,54,55,72,74
Gabriel Carabajal,LM,70,70,67,74,32,65
Germán Lanaro,CB,44,34,50,48,69,79
Rodrigo Gómez,LM,87,68,67,74,42,55
David Silva,LM,68,67,71,70,55,73
Darwin Andrade,LB,81,41,57,66,67,71
Vladimir Hernández,LM,87,67,64,74,34,46
